Station,Station_Type,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (Celsius),Maximum Temperature (Celsius),Minimum Temperature (Celsius),Mean Wind Speed (km/h)
Choa Chu Kang (South),Full AWS Station,2024,8,2,0,29.2,33.4,26.6,5.3
Choa Chu Kang (South),Full AWS Station,2024,8,3,0,29.7,33.8,27.2,6
Choa Chu Kang (South),Full AWS Station,2024,8,4,64.2,26.5,30.2,23.4,5
Choa Chu Kang (South),Full AWS Station,2024,8,5,0.6,28.1,32.4,25.1,4.9
Choa Chu Kang (South),Full AWS Station,2024,8,6,0,29.1,33.6,25.2,6
Choa Chu Kang (South),Full AWS Station,2024,8,7,0,29.1,32.7,26,5.4
Choa Chu Kang (South),Full AWS Station,2024,8,8,0.8,29.8,32.8,27,6.4
Choa Chu Kang (South),Full AWS Station,2024,8,9,5,28.1,32.2,25.9,5.4
Choa Chu Kang (South),Full AWS Station,2024,8,10,3,27.1,30.5,25.2,4.3
Choa Chu Kang (South),Full AWS Station,2024,8,11,0.4,28.4,31.7,25.6,5.1
Choa Chu Kang (South),Full AWS Station,2024,8,12,3,28.4,32.7,25.6,5
Choa Chu Kang (South),Full AWS Station,2024,8,13,0,29.3,32.5,26.7,7.3
Choa Chu Kang (South),Full AWS Station,2024,8,14,9.8,26.8,30.2,25,3.8
Choa Chu Kang (South),Full AWS Station,2024,8,15,0,28.3,32.8,25.1,5
Choa Chu Kang (South),Full AWS Station,2024,8,16,3.2,28.6,32.1,26,5.5
Choa Chu Kang (South),Full AWS Station,2024,8,17,0,29,32.7,27.1,5
Choa Chu Kang (South),Full AWS Station,2024,8,18,0,29.2,33.2,26.9,4.9
Choa Chu Kang (South),Full AWS Station,2024,8,19,1,29.4,33.5,26.9,4.7
Choa Chu Kang (South),Full AWS Station,2024,8,20,38,26.6,32.9,24.2,3.8
Choa Chu Kang (South),Full AWS Station,2024,8,21,0,27.8,32,24.6,5
Choa Chu Kang (South),Full AWS Station,2024,8,22,0,29.6,34.2,26.4,4.8
Choa Chu Kang (South),Full AWS Station,2024,8,23,0,28,33.7,25.4,4.4
Choa Chu Kang (South),Full AWS Station,2024,8,24,1.4,26.8,29.9,24.7,5.2
Choa Chu Kang (South),Full AWS Station,2024,8,25,12.2,27,30.2,24.1,4
Choa Chu Kang (South),Full AWS Station,2024,8,26,0,28.5,32.2,25.5,4.6
Choa Chu Kang (South),Full AWS Station,2024,8,27,37.2,27.4,31.1,23.9,4
Choa Chu Kang (South),Full AWS Station,2024,8,28,19.8,28.1,34.3,23.5,6
Choa Chu Kang (South),Full AWS Station,2024,8,29,0,28.4,31.5,25.5,5.2
Choa Chu Kang (South),Full AWS Station,2024,8,30,0,29,33.2,25.9,5.2
Choa Chu Kang (South),Full AWS Station,2024,8,31,0,29.4,33.5,26.6,5.7
Choa Chu Kang (South),Full AWS Station,2024,9,1,0,29.4,33.5,26.1,4.9
Choa Chu Kang (South),Full AWS Station,2024,9,2,0,30.1,33.8,27.5,7
Choa Chu Kang (South),Full AWS Station,2024,9,3,4.8,28.9,32.3,25.8,4.8
Choa Chu Kang (South),Full AWS Station,2024,9,4,31.6,27,30.7,24.1,5.2
Choa Chu Kang (South),Full AWS Station,2024,9,5,0,28.8,33.1,25.1,5.4
Choa Chu Kang (South),Full AWS Station,2024,9,6,0,29.7,33,27.2,7
Choa Chu Kang (South),Full AWS Station,2024,9,7,4.4,29.4,32.7,26.6,7.3
Choa Chu Kang (South),Full AWS Station,2024,9,8,3.2,28.3,32.4,25,5.1
Choa Chu Kang (South),Full AWS Station,2024,9,9,0.4,28,32.7,25.9,4.4
Choa Chu Kang (South),Full AWS Station,2024,9,10,32,27.6,31.5,23,4.6
Choa Chu Kang (South),Full AWS Station,2024,9,11,9.4,28.1,33.5,24.6,4.1
Choa Chu Kang (South),Full AWS Station,2024,9,12,5.2,28.5,31.8,26,5.9
Choa Chu Kang (South),Full AWS Station,2024,9,13,0.2,29.3,33.1,26.1,5.4
Choa Chu Kang (South),Full AWS Station,2024,9,14,27.2,27.8,31.8,23.6,5.8
Choa Chu Kang (South),Full AWS Station,2024,9,15,4.6,27.9,30.9,25.5,3.9
Choa Chu Kang (South),Full AWS Station,2024,9,16,0,29.3,33.2,25.9,5.6
Choa Chu Kang (South),Full AWS Station,2024,9,17,8.8,29.3,33.2,24.5,8.3
Choa Chu Kang (South),Full AWS Station,2024,9,18,0,29.4,33.6,25.6,7.5
Choa Chu Kang (South),Full AWS Station,2024,9,19,0,29.4,32.4,26.9,5.4
Choa Chu Kang (South),Full AWS Station,2024,9,20,23.4,29.4,32.3,23.8,6.7
Choa Chu Kang (South),Full AWS Station,2024,9,21,14,27.9,31.5,23.4,3.7
Choa Chu Kang (South),Full AWS Station,2024,9,22,0,30.3,35.2,26.6,4
Choa Chu Kang (South),Full AWS Station,2024,9,23,23.8,28.6,34.8,24.7,5.1
Choa Chu Kang (South),Full AWS Station,2024,9,24,3.6,26.9,33.6,24.5,3.8
Choa Chu Kang (South),Full AWS Station,2024,9,25,28,26.3,32.1,23.7,4.2
Choa Chu Kang (South),Full AWS Station,2024,9,26,3.4,25.7,28.5,23.4,5.9
Choa Chu Kang (South),Full AWS Station,2024,9,27,0,28.8,34.1,24.8,4.7
Choa Chu Kang (South),Full AWS Station,2024,9,28,0,28.9,34.1,26,5.1
Choa Chu Kang (South),Full AWS Station,2024,9,29,1.4,28.6,33.1,25.8,3.9
Choa Chu Kang (South),Full AWS Station,2024,9,30,5.4,27.6,32.8,24.8,4.5
Choa Chu Kang (South),Full AWS Station,2024,10,1,2,27.4,31.4,25.1,4.1
Choa Chu Kang (South),Full AWS Station,2024,10,2,0,29,33.1,26,4.1
Choa Chu Kang (South),Full AWS Station,2024,10,3,0.2,28.6,33.4,26.5,4
Choa Chu Kang (South),Full AWS Station,2024,10,4,22.8,27.4,32.1,24.4,4.2
Choa Chu Kang (South),Full AWS Station,2024,10,5,0,27.8,32.5,25,3.6
Choa Chu Kang (South),Full AWS Station,2024,10,6,45.8,27.1,30.6,23.5,4.5
Choa Chu Kang (South),Full AWS Station,2024,10,7,0,28.5,33.4,25.3,5.4
Choa Chu Kang (South),Full AWS Station,2024,10,8,0,28.5,32.1,25.8,5.1
Choa Chu Kang (South),Full AWS Station,2024,10,9,0.8,28,32.4,25.7,4.8
Choa Chu Kang (South),Full AWS Station,2024,10,10,6.4,27.7,32.6,25.5,3.9
Choa Chu Kang (South),Full AWS Station,2024,10,11,1,27.6,32,25.4,3.6
Choa Chu Kang (South),Full AWS Station,2024,10,12,5.8,26.8,31.4,25.6,3.8
Choa Chu Kang (South),Full AWS Station,2024,10,13,0,28.3,32.8,24.7,5
Choa Chu Kang (South),Full AWS Station,2024,10,14,62,25.3,27.7,22.9,3.5
Choa Chu Kang (South),Full AWS Station,2024,10,15,27,27,32.9,24.3,5
Choa Chu Kang (South),Full AWS Station,2024,10,16,31.6,27.6,30.9,22.7,3.1
Choa Chu Kang (South),Full AWS Station,2024,10,17,1.2,26.4,29.6,24.8,3.3
Choa Chu Kang (South),Full AWS Station,2024,10,18,0,27.4,32.6,24.5,3.7
Choa Chu Kang (South),Full AWS Station,2024,10,19,0,28.2,33.4,25.6,3.9
Choa Chu Kang (South),Full AWS Station,2024,10,20,5.8,27.3,32.3,22.8,4.3
Choa Chu Kang (South),Full AWS Station,2024,10,21,0,29.8,35.2,26.1,4.7
Choa Chu Kang (South),Full AWS Station,2024,10,22,0,30.2,35,27.2,4.4
Choa Chu Kang (South),Full AWS Station,2024,10,23,0,29.8,34.6,26.8,4.6
Choa Chu Kang (South),Full AWS Station,2024,10,24,0,29.4,34.3,26.6,4.1
Choa Chu Kang (South),Full AWS Station,2024,10,25,0.2,29.1,33.6,26.4,5.2
Choa Chu Kang (South),Full AWS Station,2024,10,26,0,29.7,33.3,26.2,5.7
Choa Chu Kang (South),Full AWS Station,2024,10,27,0,30.1,34.2,25.9,5.3
Choa Chu Kang (South),Full AWS Station,2024,10,28,2.8,29.6,33.6,25.8,5
Choa Chu Kang (South),Full AWS Station,2024,10,29,0,29.6,33.5,26.8,4.9
Choa Chu Kang (South),Full AWS Station,2024,10,30,0,29.6,33.9,26.5,4.9
Choa Chu Kang (South),Full AWS Station,2024,10,31,0,29.1,32.6,26.7,4.3
Choa Chu Kang (South),Full AWS Station,2024,11,1,1.8,28.5,33.4,25.8,5.6
Choa Chu Kang (South),Full AWS Station,2024,11,2,0.6,27.4,31.1,26,4.8
Choa Chu Kang (South),Full AWS Station,2024,11,3,0,28.4,33.9,25.7,4.3
Choa Chu Kang (South),Full AWS Station,2024,11,4,21.2,26.8,30.3,23.7,3.5
Choa Chu Kang (South),Full AWS Station,2024,11,5,1.8,28,32.5,25.4,3.8
Choa Chu Kang (South),Full AWS Station,2024,11,6,7.6,27.4,31.8,24,4.6
Choa Chu Kang (South),Full AWS Station,2024,11,7,0.2,27.7,32.1,25.4,4.6
Choa Chu Kang (South),Full AWS Station,2024,11,8,25.4,27.8,32.5,23.5,4.5
Choa Chu Kang (South),Full AWS Station,2024,11,9,18.2,27.1,31.8,25,3.2
Choa Chu Kang (South),Full AWS Station,2024,11,10,17.4,27.2,33.1,24.4,5.3
Choa Chu Kang (South),Full AWS Station,2024,11,11,9.6,27.1,32,24.9,4.2
Choa Chu Kang (South),Full AWS Station,2024,11,12,4,27.9,33.3,24.8,4.8
Choa Chu Kang (South),Full AWS Station,2024,11,13,6.2,26.6,31.7,25.2,3.8
Choa Chu Kang (South),Full AWS Station,2024,11,14,0.6,26.9,33.3,24.5,3.9
Choa Chu Kang (South),Full AWS Station,2024,11,15,4.8,27.4,34.3,25,3.8
Choa Chu Kang (South),Full AWS Station,2024,11,16,56.2,26.4,34.3,23.3,3.8
Choa Chu Kang (South),Full AWS Station,2024,11,17,8,26.1,31.8,24.5,4.2
Choa Chu Kang (South),Full AWS Station,2024,11,18,15,26.1,30.4,24.2,5.3
Choa Chu Kang (South),Full AWS Station,2024,11,19,7.8,26.1,30,24.5,3.9
Choa Chu Kang (South),Full AWS Station,2024,11,20,0,26.2,28.7,24.7,4.7
Choa Chu Kang (South),Full AWS Station,2024,11,21,6.2,26.7,33,24.3,3.9
Choa Chu Kang (South),Full AWS Station,2024,11,22,27,26.5,33.4,24.5,5
Choa Chu Kang (South),Full AWS Station,2024,11,23,15.8,26.7,33.9,23.8,3.8
Choa Chu Kang (South),Full AWS Station,2024,11,24,27.4,26.8,32.2,24.7,3.9
Choa Chu Kang (South),Full AWS Station,2024,11,25,3.4,26.8,30.3,25.4,3.5
Choa Chu Kang (South),Full AWS Station,2024,11,26,27.8,26,31.1,24.3,4.1
Choa Chu Kang (South),Full AWS Station,2024,11,27,6,25.9,29.4,24.5,4.4
Choa Chu Kang (South),Full AWS Station,2024,11,28,5.2,25.8,29,24.3,3.5
Choa Chu Kang (South),Full AWS Station,2024,11,29,41,25,26.7,23.8,3.8
Choa Chu Kang (South),Full AWS Station,2024,11,30,0,27.9,33.4,24.1,4.2
Choa Chu Kang (South),Full AWS Station,2024,12,1,0,28.4,32.9,25.4,6.1
Choa Chu Kang (South),Full AWS Station,2024,12,2,0.2,27.6,33,25.5,4.3
Choa Chu Kang (South),Full AWS Station,2024,12,3,3,27.6,31.9,25.4,3.8
Choa Chu Kang (South),Full AWS Station,2024,12,4,0.2,27.6,31.3,25,4.9
Choa Chu Kang (South),Full AWS Station,2024,12,5,0,28.6,32.5,25.5,5.9
Choa Chu Kang (South),Full AWS Station,2024,12,6,0,29.4,34.2,26,5.7
Choa Chu Kang (South),Full AWS Station,2024,12,7,0,29.7,34.5,26,7.3
Choa Chu Kang (South),Full AWS Station,2024,12,8,0.8,28.3,34.3,26.1,6.3
Choa Chu Kang (South),Full AWS Station,2024,12,9,2.8,26.1,29.9,24.1,7
Choa Chu Kang (South),Full AWS Station,2024,12,10,0,27,30.6,24.7,7.1
Choa Chu Kang (South),Full AWS Station,2024,12,11,0,28.3,33.3,24.8,5.1
Choa Chu Kang (South),Full AWS Station,2024,12,12,0,28.1,30.6,25.6,5.6
Choa Chu Kang (South),Full AWS Station,2024,12,13,26.2,26.8,28.9,23.4,4.6
Choa Chu Kang (South),Full AWS Station,2024,12,14,2.2,28.7,33.5,25.1,5.7
Choa Chu Kang (South),Full AWS Station,2024,12,15,0,29.2,33.8,26.3,5.3
Choa Chu Kang (South),Full AWS Station,2024,12,16,0.6,27.8,34.4,26,5.8
Choa Chu Kang (South),Full AWS Station,2024,12,17,0,27.6,32.5,25.4,6.3
Choa Chu Kang (South),Full AWS Station,2024,12,18,2,26.1,27.7,25.2,5.7
Choa Chu Kang (South),Full AWS Station,2024,12,19,0,26.9,29.6,24.9,7.4
Choa Chu Kang (South),Full AWS Station,2024,12,20,0.4,27,30.4,25.2,8.2
Choa Chu Kang (South),Full AWS Station,2024,12,21,6.2,27.1,32.3,25.2,6.8
Choa Chu Kang (South),Full AWS Station,2024,12,22,0,27.6,32,25.6,9.2
Choa Chu Kang (South),Full AWS Station,2024,12,23,73.2,26.6,32.2,23.8,7.1
Choa Chu Kang (South),Full AWS Station,2024,12,24,4.8,26.4,31.3,24.1,6.3
Choa Chu Kang (South),Full AWS Station,2024,12,25,0,27.1,31.2,24.9,6.2
Choa Chu Kang (South),Full AWS Station,2024,12,26,7.6,27,31.6,24.8,4.3
Choa Chu Kang (South),Full AWS Station,2024,12,27,1.4,27.8,33,25.6,5.6
Choa Chu Kang (South),Full AWS Station,2024,12,28,4.6,27.9,32.8,25.1,7.8
Choa Chu Kang (South),Full AWS Station,2024,12,29,8.4,27.1,33,24.3,7.4
Choa Chu Kang (South),Full AWS Station,2024,12,30,9.8,26.2,31.9,23.5,6.5
Choa Chu Kang (South),Full AWS Station,2024,12,31,13.2,26.5,32.3,24.5,5.8
Clementi,Full AWS Station,2018,1,1,9.4,27,31.5,24.8,6.7
Clementi,Full AWS Station,2018,1,2,9.9,27,31.8,24.7,6.8
Clementi,Full AWS Station,2018,1,3,0,27,32,24.7,5
Clementi,Full AWS Station,2018,1,4,0.6,26.4,29.6,24.6,5
Clementi,Full AWS Station,2018,1,5,40.2,25.7,28.2,23.5,3.6
Clementi,Full AWS Station,2018,1,6,0,26.8,31.6,24.5,1.8
Clementi,Full AWS Station,2018,1,7,7.9,26.9,31.6,24.5,5.6
Clementi,Full AWS Station,2018,1,8,82.4,26.3,32,23,5.8
Clementi,Full AWS Station,2018,1,9,13.4,26.6,32.8,23.9,5
Clementi,Full AWS Station,2018,1,10,14.4,26.8,31.7,24.4,5.6
Clementi,Full AWS Station,2018,1,11,15.3,26.7,31.6,24.3,5.6
Clementi,Full AWS Station,2018,1,12,16.1,26.6,31.5,24.2,5.4
Clementi,Full AWS Station,2018,1,13,16.6,26.6,31.4,24.2,5.3
Clementi,Full AWS Station,2018,1,14,5.2,23.3,25.8,21.3,7.6
Clementi,Full AWS Station,2018,1,15,0.6,24.7,28.1,22.8,7.2
Clementi,Full AWS Station,2018,1,16,0,26.3,30.2,23.5,6.5
Clementi,Full AWS Station,2018,1,17,0,27.2,32.5,24.3,5.8
Clementi,Full AWS Station,2018,1,18,0.2,27,31.8,24.1,6.5
Clementi,Full AWS Station,2018,1,19,33,26.4,33.6,23.3,5
Clementi,Full AWS Station,2018,1,20,6.4,26.2,32.1,24.4,4.3
Clementi,Full AWS Station,2018,1,21,0,27.8,33.4,24.4,6.5
Clementi,Full AWS Station,2018,1,22,0.4,28,32.8,25,5.8
Clementi,Full AWS Station,2018,1,23,4.6,26.9,31.3,24.7,4.7
Clementi,Full AWS Station,2018,1,24,57.4,26.5,31.3,23.9,6.5
Clementi,Full AWS Station,2018,1,25,11.1,26.4,31.2,23.9,5.9
Clementi,Full AWS Station,2018,1,26,14.6,25.9,32,23.3,4.3
Clementi,Full AWS Station,2018,1,27,0,27.6,32.6,24.2,5
Clementi,Full AWS Station,2018,1,28,4.8,26.7,33.4,24.4,5
Clementi,Full AWS Station,2018,1,29,0,27.9,33.4,24.3,6.5
Clementi,Full AWS Station,2018,1,30,2.6,27.5,34.6,25.2,6.5
Clementi,Full AWS Station,2018,1,31,1.4,27.2,33.8,24.5,5
Clementi,Full AWS Station,2018,2,1,3.4,27.9,32.9,25.4,6.8
Clementi,Full AWS Station,2018,2,2,9.2,25.3,27.4,24,6.1
Clementi,Full AWS Station,2018,2,3,0.4,27,30.8,24.2,8.3
Clementi,Full AWS Station,2018,2,4,0,26.6,30.3,25,7.9
Clementi,Full AWS Station,2018,2,5,0,26.8,31,24.6,8.6
Clementi,Full AWS Station,2018,2,6,0,26.9,31.9,24.4,8.6
Clementi,Full AWS Station,2018,2,7,0,26.9,29.4,23.8,7.9
Clementi,Full AWS Station,2018,2,8,0,26.9,31.8,24.4,9.7
Clementi,Full AWS Station,2018,2,9,0,26.5,31.8,23.3,9.4
Clementi,Full AWS Station,2018,2,10,0,26.5,31.5,23.2,8.3
Clementi,Full AWS Station,2018,2,11,0,26.8,32.1,23.8,9
Clementi,Full AWS Station,2018,2,12,0,27.2,32.4,24,10.1
Clementi,Full AWS Station,2018,2,13,0,27.2,32.9,24.1,7.9
Clementi,Full AWS Station,2018,2,14,0,26.9,32.3,24.1,7.9
Clementi,Full AWS Station,2018,2,15,0,27.5,33.3,24.5,6.1
Clementi,Full AWS Station,2018,2,16,0,27.4,33.3,24.2,5.8
Clementi,Full AWS Station,2018,2,17,0,27.4,33.2,24.4,6.5
Clementi,Full AWS Station,2018,2,18,0,27.7,33.9,24.8,6.5
Clementi,Full AWS Station,2018,2,19,0,27.6,34.4,24.1,8.6
Clementi,Full AWS Station,2018,2,20,0,28,33.7,24.6,7.9
Clementi,Full AWS Station,2018,2,21,0,28,33.5,24.9,8.3
Clementi,Full AWS Station,2018,2,22,0,28.1,34.9,24.9,7.2
Clementi,Full AWS Station,2018,2,23,17.6,26.1,32.5,23.2,5.4
Clementi,Full AWS Station,2018,2,24,0,25.6,29,24.2,5.8
Clementi,Full AWS Station,2018,2,25,0,27.2,31.2,24.7,6.8
Clementi,Full AWS Station,2018,2,26,0,27.3,32.9,24.3,9
Clementi,Full AWS Station,2018,2,27,0,27.3,32.3,24.6,7.6
Clementi,Full AWS Station,2018,2,28,2.2,27.3,32.9,24.4,6.1
Clementi,Full AWS Station,2018,3,1,0,27.8,34,24.6,5.4
Clementi,Full AWS Station,2018,3,2,10.4,27.1,32.9,24.5,4.7
Clementi,Full AWS Station,2018,3,3,3,27.3,35.7,25,5
Clementi,Full AWS Station,2018,3,4,10.2,27.2,34.5,24.2,4
Clementi,Full AWS Station,2018,3,5,0,28.4,34,25.1,6.8
Clementi,Full AWS Station,2018,3,6,0,28.6,35.1,25.1,5.4
Clementi,Full AWS Station,2018,3,7,2,26.2,29.3,24.5,4.7
Clementi,Full AWS Station,2018,3,8,0,26.9,30.8,24.8,5.8
Clementi,Full AWS Station,2018,3,9,0,28.2,33,25,8.3
Clementi,Full AWS Station,2018,3,10,11.4,26.7,29.6,24.6,8.6
Clementi,Full AWS Station,2018,3,11,0,27.5,32,24.7,8.3
Clementi,Full AWS Station,2018,3,12,11.4,27.4,32.8,24.7,6.5
Clementi,Full AWS Station,2018,3,13,1.2,28,32.3,25.5,6.1
Clementi,Full AWS Station,2018,3,14,0,28.3,34.3,24.8,5.8
Clementi,Full AWS Station,2018,3,15,0,28.6,34.8,25,5
Clementi,Full AWS Station,2018,3,16,1.2,27.9,33.4,25.9,5.4
Clementi,Full AWS Station,2018,3,17,0,28.4,35.5,25.3,5.4
Clementi,Full AWS Station,2018,3,18,0,28.4,34.1,25.5,7.2
Clementi,Full AWS Station,2018,3,19,10.5,28.4,35.2,25.5,5.8
Clementi,Full AWS Station,2018,3,20,46,27.8,35.2,22.8,5.8
Clementi,Full AWS Station,2018,3,21,0,28.3,34.7,25.4,4.7
Clementi,Full AWS Station,2018,3,22,0,28.7,33.6,25.9,8.6
Clementi,Full AWS Station,2018,3,23,0,28,33.6,25.4,7.6
Clementi,Full AWS Station,2018,3,24,14.2,27.3,32.9,23.2,6.5
Clementi,Full AWS Station,2018,3,25,1.6,26.8,30.7,24.5,4
Clementi,Full AWS Station,2018,3,26,14.4,26.7,33,24.5,5
Clementi,Full AWS Station,2018,3,27,9.6,24.9,27,23.2,5.8
Clementi,Full AWS Station,2018,3,28,1.4,26.6,33.5,24.1,4
Clementi,Full AWS Station,2018,3,29,0,27.6,33.4,24.7,4
Clementi,Full AWS Station,2018,3,30,7.1,27.6,33.3,24.7,5.7
Clementi,Full AWS Station,2018,3,31,0,27.5,33.3,24.6,5.8
Clementi,Full AWS Station,2018,4,1,7.5,27.5,33.1,24.6,5.8
Clementi,Full AWS Station,2018,4,2,23.6,27.4,33,24.5,5.8
Clementi,Full AWS Station,2018,4,3,0.6,28.1,34.7,25.4,5.4
Clementi,Full AWS Station,2018,4,4,0,28.5,33.8,25.3,5.4
Clementi,Full AWS Station,2018,4,5,2.8,27.9,34.5,25.2,5
Clementi,Full AWS Station,2018,4,6,0,28.2,33.1,25.4,5
Clementi,Full AWS Station,2018,4,7,7.6,27.1,33.6,24.6,5
Clementi,Full AWS Station,2018,4,8,0,28.2,33.2,25.7,7.6
Clementi,Full AWS Station,2018,4,9,0.2,28.4,33.2,26,8.3
Clementi,Full AWS Station,2018,4,10,0,28.5,32.8,25.9,4
Clementi,Full AWS Station,2018,4,11,0,28.9,34.4,26,5
Clementi,Full AWS Station,2018,4,12,0,29.2,34.7,26.2,5.4
Clementi,Full AWS Station,2018,4,13,0,29.1,34.6,26.4,6.5
Clementi,Full AWS Station,2018,4,14,55.4,27.1,32.8,24,3.2
Clementi,Full AWS Station,2018,4,15,3,27,33.8,24.8,4
Clementi,Full AWS Station,2018,4,16,2.8,26.2,29,25,3.6
Clementi,Full AWS Station,2018,4,17,35.2,27.2,34.4,23.7,3.6
Clementi,Full AWS Station,2018,4,18,0,28.5,33.7,25.2,6.1
Clementi,Full AWS Station,2018,4,19,23.4,27.5,33.6,24.4,3.6
Clementi,Full AWS Station,2018,4,20,34.2,26.9,33.5,22.7,5
Clementi,Full AWS Station,2018,4,21,0.4,27,33,24.4,3.2
Clementi,Full AWS Station,2018,4,22,40.6,27.4,35.9,23.3,4
Clementi,Full AWS Station,2018,4,23,41,26.9,34,23.3,3.6
Clementi,Full AWS Station,2018,4,24,14,27.9,32.4,25.1,4.3
Clementi,Full AWS Station,2018,4,25,0,29.7,34.3,25.9,4.3
Clementi,Full AWS Station,2018,4,26,0.2,28.7,34.2,26.3,4
Clementi,Full AWS Station,2018,4,27,16.4,26.4,31.7,23.6,4
Clementi,Full AWS Station,2018,4,28,0,27.6,33.3,24.5,3.6
Clementi,Full AWS Station,2018,4,29,0,29.1,33,25.9,5
Clementi,Full AWS Station,2018,4,30,0,29.2,32.8,27.7,4
Clementi,Full AWS Station,2018,5,1,57,26.6,30,23.9,3.2
Clementi,Full AWS Station,2018,5,2,4.6,27.8,34.8,24.7,3.2
Clementi,Full AWS Station,2018,5,3,18.8,27.6,35.2,23.6,3.2
Clementi,Full AWS Station,2018,5,4,9,28.4,34.2,25.2,4
Clementi,Full AWS Station,2018,5,5,0,28.2,32.4,25.5,4
Clementi,Full AWS Station,2018,5,6,0,29,33.2,27,4.3
Clementi,Full AWS Station,2018,5,7,0,29.1,33,25.9,5.4
Clementi,Full AWS Station,2018,5,8,0.2,29.6,32.7,26.8,5
Clementi,Full AWS Station,2018,5,9,0,29.8,34.1,27.9,5
Clementi,Full AWS Station,2018,5,10,0,29.1,32.8,26.9,4
Clementi,Full AWS Station,2018,5,11,0,29.3,34,27.2,3.2
Clementi,Full AWS Station,2018,5,12,0,29.3,33.9,27.3,4.7
Clementi,Full AWS Station,2018,5,13,5.6,27.8,31.6,25.4,3.2
Clementi,Full AWS Station,2018,5,14,4.2,28.2,31.9,25.4,4.3
Clementi,Full AWS Station,2018,5,15,17,28.3,34.1,25.1,3.2
Clementi,Full AWS Station,2018,5,16,16.2,26.6,31.5,24.2,3.6
Clementi,Full AWS Station,2018,5,17,3,27.9,32.9,25.1,2.9
Clementi,Full AWS Station,2018,5,18,6,27.6,34.7,24,4
Clementi,Full AWS Station,2018,5,19,4.2,27.5,34.8,25.3,3.2
Clementi,Full AWS Station,2018,5,20,4,26.6,31.6,25.2,2.9
Clementi,Full AWS Station,2018,5,21,0,28,32.2,25.2,3.2
Clementi,Full AWS Station,2018,5,22,1,28.3,32.1,26.2,2.9
Clementi,Full AWS Station,2018,5,23,5.4,27.1,30.4,24.3,3.6
Clementi,Full AWS Station,2018,5,24,0.4,28.7,35.4,24.1,4.7
Clementi,Full AWS Station,2018,5,25,0.4,28.9,35.3,26.3,3.2
Clementi,Full AWS Station,2018,5,26,39.6,27,32.6,23.6,3.6
Clementi,Full AWS Station,2018,5,27,1.6,27.6,32.4,25.2,4
Clementi,Full AWS Station,2018,5,28,5.4,27.3,30.5,24.6,4
Clementi,Full AWS Station,2018,5,29,28.4,27.5,33.7,24.2,3.2
Clementi,Full AWS Station,2018,5,30,3.8,27.4,32.2,24.8,3.6
Clementi,Full AWS Station,2018,5,31,0,27.7,31,25.5,3.6
Clementi,Full AWS Station,2018,6,1,54,27.7,31.7,23.8,4.7
Clementi,Full AWS Station,2018,6,2,77,27,32.2,22.5,4.3
Clementi,Full AWS Station,2018,6,3,0,28.8,33.4,25.6,3.6
Clementi,Full AWS Station,2018,6,4,0,29.1,32.6,24.2,4.3
Clementi,Full AWS Station,2018,6,5,0,29.4,33,27.1,4.7
Clementi,Full AWS Station,2018,6,6,0,29.7,32.5,27.6,5
Clementi,Full AWS Station,2018,6,7,0,29.8,32.7,27.8,5.8
Clementi,Full AWS Station,2018,6,8,40.2,28.6,31.9,22.6,4.3
Clementi,Full AWS Station,2018,6,9,0,29.1,32,26.7,4.7
Clementi,Full AWS Station,2018,6,10,0,29.2,31.9,27.5,6.8
Clementi,Full AWS Station,2018,6,11,0,29.5,32.4,28.1,7.6
Clementi,Full AWS Station,2018,6,12,0,29.3,31.2,28.2,6.1
Clementi,Full AWS Station,2018,6,13,21.6,28.1,31.4,25.4,4
Clementi,Full AWS Station,2018,6,14,1,28.7,32.2,26.3,3.6
Clementi,Full AWS Station,2018,6,15,11,26.6,28.4,22.1,4
Clementi,Full AWS Station,2018,6,16,0,28.7,31.9,26,6.1
Clementi,Full AWS Station,2018,6,17,0,29.2,32,27.2,5.8
Clementi,Full AWS Station,2018,6,18,10.2,28.1,30.8,24.5,5
Clementi,Full AWS Station,2018,6,19,11.8,27.1,29.7,23,7.2
Clementi,Full AWS Station,2018,6,20,22.4,26.3,29.7,22.1,4
Clementi,Full AWS Station,2018,6,21,2.4,27.5,31.7,25.3,3.2
Clementi,Full AWS Station,2018,6,22,0.2,27.9,32,25.3,4.7
Clementi,Full AWS Station,2018,6,23,5.4,26.9,29.9,25.2,3.2
Clementi,Full AWS Station,2018,6,24,3,26.5,29.2,24.3,4.7
Clementi,Full AWS Station,2018,6,25,28.2,26.1,29.1,22.1,4.7
Clementi,Full AWS Station,2018,6,26,132.8,25.6,27.4,21.9,4
Clementi,Full AWS Station,2018,6,27,48.8,25.4,27.6,22.4,4
Clementi,Full AWS Station,2018,6,28,0,27.5,30.9,24.9,5.4
Clementi,Full AWS Station,2018,6,29,97.2,25.5,27.2,22.2,4.7
Clementi,Full AWS Station,2018,6,30,0,27.6,30.1,25.8,6.1
Clementi,Full AWS Station,2018,7,1,1.4,26.4,28.8,24.8,4
Clementi,Full AWS Station,2018,7,2,1,27.2,31,25.2,3.6
Clementi,Full AWS Station,2018,7,3,2.6,27,30.1,22.9,3.6
Clementi,Full AWS Station,2018,7,4,0,28.2,31.9,25.2,5.4
Clementi,Full AWS Station,2018,7,5,0,28.3,31.1,26.3,7.2
